,bad_bigram,V2,sentiment,genre,
7311,that jones,15,,,
7312,that just,20,,,
7313,that keep,10,,,
7314,that kept,10,,,
7315,that kind,10,,,
7316,that landed,10,,,
7317,that lead,10,,,
7318,that level,10,,,
7319,that look,20,,,
7320,that love,10,,,
7321,that made,34,,,
7322,that make,54,,,
7323,that makes,39,,,
7324,that matter,10,,,
7325,that may,15,,,
7326,that might,10,,,
7327,that movie,29,,,
7328,that much,20,,,
7329,that never,10,,,
7330,that no,65,,,
7331,that nobody,10,,,
7332,that norm,25,,,
7333,that not,15,,,
7334,that one,10,,,
7335,that only,10,,,
7336,that other,10,,,
7337,that our,10,,,
7338,that people,10,,,
7339,that point,10,,,
7340,that really,10,,,
7341,that said,20,,,
7342,that sara,15,,,
7343,that sarah,10,,,
7344,that scary,30,,,
7345,that scene,10,,,
7346,that seem,10,,,
7347,that she,35,,,
7348,that should,10,,,
7349,that some,20,,,
7350,that sounds,10,,,
7351,that the,315,,,
7352,that there,45,,,
7353,that theres,10,,,
7354,that they,58,,,
7355,that third,9,,,
7356,that this,86,,,
7357,that to,15,,,
7358,that too,10,,,
7359,that trick,10,,,
7360,that wants,15,,,
7361,that was,84,,,
7362,that wasnt,10,,,
7363,that we,89,,,
7364,that well,15,,,
7365,that were,25,,,
7366,that when,15,,,
7367,that while,10,,,
7368,that will,74,,,
7369,that with,9,,,
7370,that works,10,,,
7371,that would,34,,,
7372,that wouldve,10,,,
7373,that you,85,,,
7374,that youd,10,,,
7375,thats a,60,,,
7376,thats about,19,,,
7377,thats all,20,,,
7378,thats because,15,,,
7379,thats been,10,,,
7380,thats going,10,,,
7381,thats how,10,,,
7382,thats more,10,,,
7383,thats not,20,,,
7384,thats on,10,,,
7385,thats so,10,,,
7386,thats the,10,,,
7387,thats what,30,,,
7388,the  mi,15,,,
7389,the  t,15,,,
7390,the  yea,14,,,
7391,the ability,29,,,
7392,the absolute,10,,,
7393,the abysmal,10,,,
7394,the academy,10,,,
7395,the acting,54,,,
7396,the action,28,,,
7397,the actor,60,,,
7398,the actors,54,,,
7399,the actual,15,,,
7400,the addition,14,,,
7401,the adult,15,,,
7402,the adults,10,,,
7403,the affection,30,,,
7404,the affections,10,,,
7405,the air,10,,,
7406,the amazing,10,positive,,
7407,the amount,18,,,
7408,the animation,15,,,
7409,the aokigahara,40,,,
7410,the arctic,65,,,
7411,the atmosphere,10,,,
7412,the attempt,10,between,,
7413,the attention,15,,,
7414,the audience,159,,,
7415,the audiences,15,,,
7416,the awkward,9,negative,,
7417,the b,956,,,
7418,the back,30,,,
7419,the background,15,,,
7420,the bad,60,negative,,
7421,the banter,9,,,
7422,the barrel,20,,,
7423,the base,20,,,
7424,the basic,14,,,
7425,the beat,15,,,
7426,the beats,10,,,
7427,the beautiful,9,positive,,
7428,the beginning,30,,,
7429,the best,164,,,
7430,the better,25,positive,,
7431,the big,74,,,
7432,the biggest,20,,,
7433,the bill,10,,,
7434,the biological,21,,,
7435,the boat,10,,,
7436,the body,15,,,
7437,the bottom,40,,,
7438,the boy,166,,,
7439,the boys,10,,,
7440,the buddy,12,,,
7441,the build,10,,,
7442,the camera,35,,,
7443,the camp,15,,,
7444,the case,25,,,
7445,the cash,10,,,
7446,the cast,72,,,
7447,the cemetery,10,,,
7448,the central,15,,,
7449,the character,179,,,
7450,the characters,129,,,
7451,the charisma,10,,,
7452,the cheap,15,negative,,
7453,the chef,25,,,
7454,the chefs,10,,,
7455,the chemistry,60,,,
7456,the children,10,,,
7457,the cinema,45,,,
7458,the cinematography,30,between,,
7459,the climax,20,between,,
7460,the comedic,15,,,
7461,the comedy,31,,,
7462,the comic,14,,,
7463,the company,9,,,
7464,the concept,9,,,
7465,the conflict,10,,,
7466,the context,10,,,
7467,the cooking,15,,,
7468,the core,15,,,
7469,the correct,10,,,
7470,the couple,20,,,
7471,the course,10,,,
7472,the creepy,10,negative,,
7473,the critic,140,,,
7474,the critics,122,,,
7475,the culinary,35,,,
7476,the cutting,15,,,
7477,the dad,15,,,
7478,the dads,10,,,
7479,the dance,10,,,
7480,the danish,10,,,
7481,the dark,18,,,
7482,the day,30,,,
7483,the dead,15,,,
7484,the death,10,,,
7485,the details,10,,,
7486,the devil,18,,,
7487,the dialog,35,,,
7488,the dialogue,30,,,
7489,the difference,20,,,
7490,the directing,15,,,
7491,the direction,15,between,,
7492,the director,59,,,
7493,the directors,14,,,
7494,the dirt,10,negative,,
7495,the disappearance,10,,,
7496,the doll,36,,,
7497,the door,19,,,
7498,the dvd,15,,,
7499,the ear,10,,,
7500,the edge,15,,,
7501,the editing,10,,,
7502,the effects,15,,,
7503,the effort,10,,,
7504,the end,462,,,
7505,the ending,150,,,
7506,the enjoyment,10,,,
7507,the entire,80,,,
7508,the environment,15,,,
7509,the exact,10,,,
7510,the exception,10,,,
7511,the execution,20,,,
7512,the eye,15,,,
7513,the f,2428,,,
7514,the face,15,,,
7515,the fact,74,,,
7516,the family,45,,,
7517,the far,10,,,
7518,the fate,7,,,
7519,the feeling,15,,,
7520,the few,20,,,
7521,the film,853,,,
7522,the filmmaker,59,,,
7523,the filmmakers,52,,,
7524,the filmmaking,10,,,
7525,the films,77,,,
7526,the final,15,,,
7527,the first,375,,,
7528,the food,96,,,
7529,the force,10,,,
7530,the fore,565,,,
7531,the forest,545,,,
7532,the forests,10,,,
7533,the form,45,,,
7534,the formula,25,,,
7535,the french,10,,,
7536,the frenetic,10,,,
7537,the funniest,39,positive,,
7538,the funny,15,positive,,
7539,the furious,10,,,
7540,the genre,50,,,
7541,the giant,10,,,
7542,the godfather,14,,,
7543,the good,49,positive,,
7544,the goods,9,positive,,
7545,the great,34,positive,,
7546,the greats,10,positive,,
7547,the groundwork,10,,,
7548,the guy,9,,,
7549,the hands,10,,,
7550,the hate,15,,,
7551,the haters,10,,,
7552,the hatred,10,,,
7553,the head,10,,,
7554,the heck,9,,,
7555,the heelshires,14,,,
7556,the hell,12,,,
7557,the help,19,,,
7558,the hero,9,,,
7559,the high,20,,,
7560,the history,10,,,
7561,the horror,50,,,
7562,the house,46,,,
7563,the humor,40,,,
7564,the humour,10,,,
7565,the hundred,25,,,
7566,the i,185,,,
7567,the idea,24,,,
7568,the in,100,,,
7569,the intelligence,10,between,,
7570,the intern,10,,,
7571,the intriguing,10,between,,
7572,the issue,10,,,
7573,the japanese,15,,,
7574,the job,24,,,
7575,the jokes,102,,,
7576,the jump,10,,,
7577,the kid,75,,,
7578,the kids,70,,,
7579,the kind,28,,,
7580,the king,15,,,
7581,the kitchen,75,,,
7582,the lack,20,,,
7583,the ladies,9,,,
7584,the language,10,,,
7585,the last,98,,,
7586,the late,25,,,
7587,the latest,9,,,
7588,the latter,10,,,
7589,the laughs,19,,,
7590,the lead,44,,,
7591,the least,15,,,
7592,the lemmings,15,,,
7593,the less,10,,,
7594,the life,39,,,
7595,the lifestyle,10,,,
7596,the likes,10,,,
7597,the line,25,,,
7598,the lines,10,,,
7599,the lion,10,,,
7600,the little,15,,,
7601,the local,20,,,
7602,the locals,10,,,
7603,the location,10,,,
7604,the logistics,10,,,
7605,the long,14,,,
7606,the look,10,,,
7607,the love,35,,,
7608,the lovely,15,positive,,
7609,the low,30,negative,,
7610,the macho,10,,,
7611,the main,75,,,
7612,the maitre,10,,,
7613,the major,15,,,
7614,the makers,9,,,
7615,the man,20,,,
7616,the many,15,,,
7617,the mark,30,,,
7618,the material,10,,,
7619,the men,15,,,
7620,the message,30,,,
7621,the michelin,19,,,
7622,the middle,45,,,
7623,the mind,10,,,
7624,the minions,15,,,
7625,the moment,30,,,
7626,the moments,14,,,
7627,the money,25,,,
7628,the more,33,,,
7629,the most,165,,,
7630,the movie,1007,,,
7631,the movies,44,,,
7632,the music,10,,,
7633,the mystery,15,,,
7634,the n,322,,,
7635,the narrative,10,,,
7636,the negative,15,negative,,
7637,the new,24,,,
7638,the next,30,,,
7639,the night,29,,,
7640,the north,119,,,
7641,the numbers,10,,,
7642,the nword,15,,,
7643,the occasional,15,,,
7644,the one,35,,,
7645,the only,156,,,
7646,the opening,10,,,
7647,the original,95,,,
7648,the other,209,,,
7649,the others,9,,,
7650,the over,25,,,
7651,the overall,15,,,
7652,the pacing,10,,,
7653,the pain,24,,,
7654,the painful,10,,,
7655,the part,20,,,
7656,the party,10,,,
7657,the passion,15,,,
7658,the past,35,,,
7659,the path,45,,,
7660,the people,25,,,
7661,the perfect,20,positive,,
7662,the performance,73,,,
7663,the performances,68,,,
7664,the pg,10,,,
7665,the physical,10,,,
7666,the picture,25,,,
7667,the place,25,,,
7668,the plague,10,,,
7669,the plan,29,,,
7670,the planet,15,,,
7671,the plot,156,,,
7672,the point,45,,,
7673,the police,15,,,
7674,the potential,15,between,,
7675,the premise,44,,,
7676,the previews,9,,,
7677,the price,10,,,
7678,the primary,10,,,
7679,the problem,58,negative,,
7680,the proceedings,10,,,
7681,the process,10,,,
7682,the project,15,,,
7683,the protagonist,10,,,
7684,the proverbial,15,,,
7685,the psychological,14,,,
7686,the pun,10,,,
7687,the pure,10,positive,,
7688,the qualities,9,,,
7689,the quest,10,,,
7690,the r,674,,,
7691,the rating,19,,,
7692,the raunchiness,10,,,
7693,the razzie,9,,,
7694,the rd,10,,,
7695,the real,67,,,
7696,the reality,14,,,
7697,the reason,15,,,
7698,the redemption,10,,,
7699,the redemptive,7,,,
7700,the repeat,10,,,
7701,the responsible,10,,,
7702,the rest,122,,,
7703,the restaurant,15,,,
7704,the result,24,,,
7705,the reveal,20,,,
7706,the reviews,44,,,
7707,the ride,15,,,
7708,the right,20,,,
7709,the ring,10,,,
7710,the road,18,,,
7711,the role,55,,,
7712,the romance,10,,,
7713,the room,15,,,
7714,the rules,10,,,
7715,the run,10,,,
7716,the s,1959,,,
7717,the sacrifice,15,,,
7718,the sad,15,,,
7719,the same,303,,,
7720,the satirical,11,,,
7721,the scares,20,,,
7722,the scene,60,,,
7723,the scenery,15,,,
7724,the scenes,33,,,
7725,the screen,115,,,
7726,the screenplay,55,,,
7727,the screenwriter,14,,,
7728,the screenwriters,8,,,
7729,the script,127,,,
7730,the second,43,,,
7731,the see,10,,,
7732,the sense,9,,,
7733,the sequel,54,,,
7734,the sequels,10,,,
7735,the serious,15,,,
7736,the set,55,,,
7737,the setting,40,,,
7738,the sex,15,,,
7739,the shining,15,,,
7740,the short,10,,,
7741,the show,25,,,
7742,the silver,10,,,
7743,the sister,10,,,
7744,the size,10,,,
7745,the slightest,15,,,
7746,the slow,13,,,
7747,the socalled,9,,,
7748,the sound,20,,,
7749,the soundtrack,10,,,
7750,the spirit,15,,,
7751,the spirits,10,,,
7752,the star,44,,,
7753,the stars,19,,,
7754,the starstudded,10,,,
7755,the state,15,,,
7756,the states,10,,,
7757,the step,10,,,
7758,the story,364,,,
7759,the storyline,15,,,
7760,the straight,15,,,
7761,the strange,10,negative,,
7762,the streets,10,,,
7763,the strong,10,,,
7764,the studio,15,,,
7765,the subject,10,,,
7766,the suicide,45,,,
7767,the sun,10,,,
7768,the supernatural,9,,,
7769,the supporting,25,,,
7770,the surface,15,,,
7771,the suspense,20,,,
7772,the tale,40,,,
7773,the talent,34,,,
7774,the talents,10,,,
7775,the tension,10,,,
7776,the term,10,,,
7777,the th,194,,,
7778,the the,119,,,
7779,the theater,68,,,
7780,the theaters,10,,,
7781,the theatre,35,,,
7782,the thing,20,,,
7783,the things,15,,,
7784,the third,29,,,
7785,the three,15,,,
7786,the time,99,,,
7787,the times,15,,,
7788,the tire,25,,,
7789,the tired,20,,,
7790,the title,15,,,
7791,the top,79,,,
7792,the trail,160,,,
7793,the trailer,154,,,
7794,the trailers,60,,,
7795,the tropes,10,,,
7796,the true,10,,,
7797,the truly,7,,,
7798,the twins,10,,,
7799,the twist,34,,,
7800,the twists,10,,,
7801,the two,73,,,
7802,the type,14,,,
7803,the ugliest,7,,,
7804,the uk,10,,,
7805,the ultimate,20,,,
7806,the uncool,9,negative,,
7807,the unnecessary,10,negative,,
7808,the unsettling,10,negative,,
7809,the upper,15,,,
7810,the us,25,,,
7811,the use,10,,,
7812,the verge,14,,,
7813,the very,15,,,
7814,the viewer,10,,,
7815,the viewing,10,,,
7816,the villain,10,,,
7817,the visual,15,,,
7818,the walking,15,,,
7819,the wall,10,,,
7820,the way,163,,,
7821,the wealth,25,,,
7822,the wealthy,20,,,
7823,the wedding,20,,,
7824,the week,15,,,
7825,the weinstein,9,,,
7826,the while,10,,,
7827,the whole,160,,,
7828,the wife,10,,,
7829,the woman,9,,,
7830,the woods,54,,,
7831,the word,24,,,
7832,the work,10,,,
7833,the world,44,,,
7834,the worlds,10,,,
7835,the worse,9,negative,,
7836,the worst,154,negative,,
7837,the writers,24,,,
7838,the writing,40,,,
7839,the wrong,20,,,
7840,the years,7,,,
7841,the young,25,,,
7842,the youngest,10,,,
7843,theater  ,20,,,
7844,theater showing,10,,,
7845,theater was,15,,,
7846,theaters and,10,,,
7847,theaters i,10,,,
7848,theatre but,10,,,
7849,theatre was,10,,,
7850,theatrical release,10,,,
7851,theft auto,10,,,
7852,their careers,10,,,
7853,their characters,15,,,
7854,their chemistry,15,,,
7855,their feelings,10,,,
7856,their hands,10,,,
7857,their lives,15,,,
7858,their parents,10,,,
7859,their part,10,,,
7860,their roles,15,,,
7861,their so,15,,,
7862,their son,10,,,
7863,them  a,10,,,
7864,them all,15,,,
7865,them and,10,,,
7866,them as,10,,,
7867,them in,35,,,
7868,them into,10,,,
7869,them not,10,,,
7870,them so,10,,,
7871,them take,10,,,
7872,them the,20,,,
7873,them they,10,,,
7874,them to,44,,,
7875,them were,10,,,
7876,themes its,10,,,
7877,themselves for,10,,,
7878,themselves in,15,,,
7879,themselves to,10,,,
7880,then a,15,,,
7881,then go,35,,,
7882,then i,10,,,
7883,then lets,10,,,
7884,then some,10,,,
7885,then the,45,,,
7886,then this,20,,,
7887,then you,30,,,
7888,there and,10,,,
7889,there are,268,,,
7890,there arent,15,negative,,
7891,there but,15,,,
7892,there for,20,,,
7893,there i,270,,,
7894,there is,237,,,
7895,there isnt,15,negative,,
7896,there it,10,,,
7897,there just,25,,,
7898,there may,15,,,
7899,there she,10,,,
7900,there some,10,,,
7901,there that,10,,,
7902,there the,15,,,
7903,there there,10,,,
7904,there this,15,,,
7905,there to,15,,,
7906,there was,69,,,
7907,there wasnt,10,negative,,
7908,there were,129,between,,
7909,theres a,97,,,
7910,theres an,25,,,
7911,theres little,9,negative,,
7912,theres no,89,negative,,
7913,theres not,64,negative,,
7914,theres nothing,44,negative,,
7915,theres plenty,10,between,,
7916,theres really,9,between,,
7917,theres so,23,,,
7918,theres something,12,,,
7919,these are,10,,,
7920,these characters,15,,,
7921,these days,30,,,
7922,these kinds,14,,,
7923,these movies,9,,,
7924,these things,15,,,
7925,these two,18,,,
7926,these woods,19,,,
7927,they are,63,,,
7928,they both,10,,,
7929,they can,15,,,
7930,they come,25,,,
7931,they could,30,,,
7932,they deserve,10,between,,
7933,they did,29,,,
7934,they didnt,9,,,
7935,they do,53,,,
7936,they dont,24,negative,,
7937,they even,10,,,
7938,they form,10,,,
7939,they get,25,,,
7940,they go,15,,,
7941,they got,10,,,
7942,they had,10,,,
7943,they have,15,,,
7944,they hear,10,,,
7945,they just,10,,,
7946,they look,10,,,
7947,they loved,10,,,
7948,they made,19,,,
7949,they make,20,,,
7950,they meet,10,,,
7951,they must,10,,,
7952,they need,15,,,
7953,they needed,10,,,
7954,they only,10,,,
7955,they play,15,,,
7956,they put,15,,,
7957,they really,10,,,
7958,they see,15,,,
7959,they should,25,,,
7960,they thought,10,,,
7961,they took,20,,,
7962,they tried,10,,,
7963,they were,55,,,
7964,they will,20,,,
7965,they wont,10,negative,,
7966,they would,34,,,
7967,theyre back,10,,,
7968,theyre given,10,,,
7969,thing about,60,,,
7970,thing and,25,,,
7971,thing as,10,,,
7972,thing from,30,,,
7973,thing go,15,,,
7974,thing good,9,,,
7975,thing he,20,,,
7976,thing in,33,,,
7977,thing is,20,,,
7978,thing out,10,,,
7979,thing that,75,,,
7980,thing they,19,,,
7981,thing worth,10,,,
7982,thing you,40,,,
7983,things about,10,,,
7984,things are,10,,,
7985,things begin,10,,,
7986,things dont,10,,,
7987,things i,30,,,
7988,things in,20,,,
7989,things that,40,,,
7990,things they,10,,,
7991,things to,10,,,
7992,think about,10,,,
7993,think hes,9,,,
7994,think i,69,,,
7995,think it,40,,,
7996,think of,35,,,
7997,think ride,10,,,
7998,think that,54,,,
7999,think the,50,,,
8000,think they,10,,,
8001,think this,39,,,
8002,think you,29,,,
8003,thinking a,10,,,
8004,thinking it,10,,,
8005,third act,30,,,
8006,third michelin,38,,,
8007,third star,10,,,
8008,this  ,60,,,
8009,this  l,15,,,
8010,this a,109,,,
8011,this after,10,,,
8012,this and,23,,,
8013,this awful,10,negative,,
8014,this by,14,,,
8015,this bythenumbers,9,,,
8016,this case,15,,,
8017,this character,15,,,
8018,this comedy,9,,,
8019,this could,10,,,
8020,this dad,10,,,
8021,this despite,10,negative,,
8022,this do,30,,,
8023,this doll,15,,,
8024,this dont,10,negative,,
8025,this film,519,,,
8026,this flick,15,,,
8027,this foodie,14,,,
8028,this for,50,,,
8029,this forest,25,,,
8030,this fun,10,positive,,
8031,this garbage,25,negative,,
8032,this genre,10,,,
8033,this get,9,,,
8034,this grossout,12,,,
8035,this had,9,,,
8036,this in,54,,,
8037,this int,19,,,
8038,this interminable,7,negative,,
8039,this is,526,,,
8040,this isnt,48,,,
8041,this its,15,,,
8042,this kind,20,,,
8043,this late,9,,,
8044,this location,10,,,
8045,this looks,9,,,
8046,this made,10,,,
8047,this man,25,,,
8048,this material,15,,,
8049,this mess,15,negative,,
8050,this might,10,,,
8051,this movie,1167,,,
8052,this needs,19,,,
8053,this not,10,,,
8054,this one,240,,,
8055,this painfully,7,negative,,
8056,this piece,10,,,
8057,this place,15,,,
8058,this point,15,,,
8059,this queen,20,,,
8060,this quest,10,,,
8061,this rating,10,,,
8062,this review,13,,,
8063,this right,10,,,
8064,this role,10,,,
8065,this rubbish,10,negative,,
8066,this same,15,,,
8067,this sequel,34,,,
8068,this shit,10,negative,,
8069,this should,19,,,
8070,this sort,10,,,
8071,this story,20,,,
8072,this the,25,,,
8073,this thing,10,,,
8074,this time,54,,,
8075,this to,10,,,
8076,this trash,10,negative,,
8077,this type,15,,,
8078,this vehicle,10,,,
8079,this was,186,,,
8080,this way,10,,,
8081,this will,20,,,
8082,this year,40,,,
8083,this years,15,,,
8084,thomas haden,54,,,
8085,thomas hayden,15,,,
8086,thoroughly enjoyed,18,,,
8087,those films,9,,,
8088,those movies,13,,,
8089,those of,20,,,
8090,those scenes,10,,,
8091,those that,10,,,
8092,those things,10,,,
8093,those who,35,,,
8094,though  ,20,,,
8095,though and,10,,,
8096,though bradley,10,,,
8097,though hart,8,,,
8098,though he,10,,,
8099,though his,10,,,
8100,though if,10,,,
8101,though is,10,,,
8102,though it,59,,,
8103,though its,25,,,
8104,though she,10,,,
8105,though some,9,,,
8106,though that,10,,,
8107,though the,95,,,
8108,though there,20,,,
8109,though they,15,,,
8110,thought i,91,,,
8111,thought it,75,,,
8112,thought that,9,,,
8113,thought the,70,,,
8114,thought they,9,,,
8115,thought this,26,,,
8116,three michelin,20,,,
8117,three writers,15,,,
8118,three year,10,,,
8119,thriller that,20,,,
8120,thriller the,14,between,,
8121,thrilling with,9,between,,
8122,thrones star,10,,,
8123,through a,67,,,
8124,through an,27,,,
8125,through and,7,,,
8126,through i,20,,,
8127,through in,10,,,
8128,through some,6,,,
8129,through the,55,,,
8130,through this,10,,,
8131,through to,10,,,
8132,throughout the,40,,,
8133,throwing a,14,,,
8134,thrown away,10,,,
8135,thrown in,10,,,
8136,thrown off,10,,,
8137,ties an,10,,,
8138,ties to,9,,,
8139,tika sumpter,15,,,
8140,till the,30,,,
8141,tim story,30,,,
8142,time  dirt,7,,,
8143,time a,122,,,
8144,time after,10,,,
8145,time and,65,,,
8146,time around,25,,,
8147,time but,10,,,
8148,time for,20,,,
8149,time i,143,,,
8150,time if,10,,,
8151,time in,43,,,
8152,time is,14,,,
8153,time it,40,,,
8154,time made,10,,,
8155,time of,15,,,
8156,time on,20,,,
8157,time or,10,,,
8158,time out,10,,,
8159,time sadly,8,,,
8160,time so,15,,,
8161,time the,62,,,
8162,time there,15,,,
8163,time they,10,,,
8164,time this,10,,,
8165,time to,30,,,
8166,time we,15,,,
8167,time with,15,,,
8168,times a,25,,,
8169,times and,18,,,
8170,times before,15,,,
8171,times but,33,,,
8172,times i,74,,,
8173,times in,14,,,
8174,times it,14,,,
8175,times that,10,,,
8176,times the,24,,,
8177,times this,10,,,
8178,times when,15,,,
8179,times you,10,,,
8180,tinged with,7,,,
8181,tired jump,10,,,
8182,tired of,14,,,
8183,tiresome and,14,negative,,
8184,to a,550,,,
8185,to achieve,15,,,
8186,to act,25,,,
8187,to acting,10,,,
8188,to adam,10,,,
8189,to add,15,,,
8190,to agree,15,,,
8191,to an,90,,,
8192,to and,10,,,
8193,to angela,10,,,
8194,to aokigahara,15,,,
8195,to as,30,,,
8196,to bad,9,,,
8197,to be,805,,,
8198,to become,30,,,
8199,to being,10,,,
8200,to believe,30,,,
8201,to boca,15,,,
8202,to both,9,,,
8203,to brad,14,,,
8204,to bring,10,,,
8205,to build,34,,,
8206,to burnt,10,,,
8207,to cancer,10,,,
8208,to care,20,,,
8209,to cash,10,,,
8210,to challenge,10,,,
8211,to change,14,,,
8212,to cheap,12,,,
8213,to chef,9,,,
8214,to come,55,,,
8215,to comedy,10,,,
8216,to commit,20,,,
8217,to continue,10,,,
8218,to convince,15,,,
8219,to cook,15,,,
8220,to create,15,,,
8221,to de,105,,,
8222,to death,10,,,
8223,to deliver,15,,,
8224,to describe,15,,,
8225,to detail,15,,,
8226,to develop,10,,,
8227,to die,30,,,
8228,to do,150,,,
8229,to drop,10,,,
8230,to dvd,10,,,
8231,to each,15,,,
8232,to earn,10,,,
8233,to eat,25,,,
8234,to elevate,15,between,,
8235,to end,24,,,
8236,to enjoy,30,,,
8237,to entertain,20,,,
8238,to escape,9,,,
8239,to establish,10,,,
8240,to even,15,,,
8241,to every,10,,,
8242,to experience,20,,,
8243,to explain,10,,,
8244,to explore,19,,,
8245,to feel,10,,,
8246,to ferrell,10,,,
8247,to find,92,,,
8248,to florida,15,,,
8249,to force,10,,,
8250,to forgive,10,,,
8251,to further,10,,,
8252,to gain,20,,,
8253,to get,193,,,
8254,to give,49,,,
8255,to go,177,,,
8256,to hang,10,,,
8257,to happen,20,,,
8258,to hard,10,,,
8259,to have,102,,,
8260,to hear,20,,,
8261,to help,45,,,
8262,to her,40,,,
8263,to him,20,,,
8264,to his,83,,,
8265,to horror,9,,,
8266,to humans,19,,,
8267,to i,204,,,
8268,to impress,25,between,,
8269,to in,65,,,
8270,to indulge,10,,,
8271,to it,94,,,
8272,to its,30,,,
8273,to japan,25,,,
8274,to japanese,10,,,
8275,to join,10,,,
8276,to jump,15,,,
8277,to just,19,,,
8278,to keep,57,,,
8279,to kill,30,,,
8280,to know,49,,,
8281,to laugh,10,,,
8282,to lead,10,,,
8283,to learn,20,,,
8284,to leave,40,,,
8285,to let,15,,,
8286,to life,19,,,
8287,to like,34,,,
8288,to live,10,,,
8289,to london,10,,,
8290,to look,53,,,
8291,to love,34,,,
8292,to make,246,,,
8293,to mark,10,,,
8294,to me,105,,,
8295,to mention,13,,,
8296,to miami,25,,,
8297,to move,10,,,
8298,to movie,15,,,
8299,to movies,10,,,
8300,to my,45,,,
8301,to new,20,,,
8302,to no,40,,,
8303,to not,15,,,
8304,to offer,19,,,
8305,to one,10,,,
8306,to only,10,,,
8307,to open,10,,,
8308,to other,10,,,
8309,to our,15,,,
8310,to pass,11,,,
8311,to pay,15,,,
8312,to pick,25,,,
8313,to play,39,,,
8314,to playing,10,,,
8315,to predict,10,,,
8316,to produce,10,,,
8317,to prove,30,,,
8318,to provide,10,,,
8319,to psychological,10,,,
8320,to put,15,,,
8321,to qualify,10,,,
8322,to reach,15,,,
8323,to realize,10,,,
8324,to recommend,15,,,
8325,to redeem,10,,,
8326,to report,10,,,
8327,to ride,15,,,
8328,to root,14,,,
8329,to s,997,,,
8330,to satisfy,15,between,,
8331,to say,89,,,
8332,to scream,15,,,
8333,to see,419,,,
8334,to seeing,10,,,
8335,to sell,10,,,
8336,to show,30,,,
8337,to sit,20,,,
8338,to skip,9,,,
8339,to sleep,10,,,
8340,to some,25,,,
8341,to spend,30,,,
8342,to star,30,,,
8343,to start,20,,,
8344,to stay,15,,,
8345,to stop,15,,,
8346,to succeed,10,,,
8347,to such,10,,,
8348,to take,55,,,
8349,to talk,39,,,
8350,to teach,10,,,
8351,to tell,15,,,
8352,to that,40,,,
8353,to the,813,,,
8354,to their,45,,,
8355,to them,15,,,
8356,to these,15,,,
8357,to think,49,,,
8358,to this,102,,,
8359,to tie,10,,,
8360,to time,15,,,
8361,to to,40,,,
8362,to top,10,,,
8363,to travel,10,,,
8364,to try,25,,,
8365,to understand,10,between,,
8366,to update,10,,,
8367,to us,20,,,
8368,to use,10,,,
8369,to video,15,,,
8370,to vie,15,,,
8371,to view,10,,,
8372,to walk,9,,,
8373,to want,15,,,
8374,to waste,30,,,
8375,to watch,151,,,
8376,to watching,20,,,
8377,to wed,10,,,
8378,to what,35,,,
8379,to where,10,,,
8380,to win,25,,,
8381,to witness,10,,,
8382,to wonder,10,,,
8383,to work,25,,,
8384,to you,15,,,
8385,together a,55,,,
8386,together and,35,,,
8387,together i,43,,,
8388,together in,23,,,
8389,together the,19,,,
8390,together with,10,,,
8391,tomatoes  ,9,,,
8392,tomatoes de,8,,,
8393,tomatoes it,9,,,
8394,ton of,10,,,
8395,tone a,15,,,
8396,tons of,10,,,
8397,too  ,25,,,
8398,too  i,9,,,
8399,too bad,15,negative,,
8400,too funny,9,positive,,
8401,too great,10,positive,,
8402,too hard,15,negative,,
8403,too harsh,9,negative,,
8404,too little,10,negative,,
8405,too long,25,negative,,
8406,too many,66,negative,,
8407,too much,82,negative,,
8408,too obnoxious,10,negative,,
8409,too often,10,negative,,
8410,too raunchy,10,negative,,
8411,too soon,14,negative,,
8412,too sure,10,,,
8413,too with,10,,,
8414,too you,15,,,
8415,too young,10,,,
8416,took a,20,,,
8417,took my,13,,,
8418,took place,10,,,
8419,took the,20,,,
8420,took their,15,,,
8421,top  lis,11,,,
8422,top a,30,,,
8423,top and,20,,,
8424,top but,10,,,
8425,top chef,14,,,
8426,top of,15,,,
8427,top restaurant,10,,,
8428,total of,9,,,
8429,tough and,10,,,
8430,tough guy,10,,,
8431,tough homicide,10,,,
8432,towards the,40,,,
8433,town to,10,,,
8434,trailer  w,10,,,
8435,trailer and,10,,,
8436,trailer i,25,,,
8437,trailer it,10,,,
8438,trailers and,15,,,
8439,trailers look,9,,,
8440,trailers the,10,,,
8441,trapped in,10,between,,
8442,trãs mal,10,,,
8443,trash  b,10,,,
8444,trash it,10,negative,,
8445,travel to,10,,,
8446,travels to,15,,,
8447,treat her,10,,,
8448,treats the,7,,,
8449,trick pony,10,,,
8450,tricks and,10,,,
8451,tricks on,10,,,
8452,tried to,10,,,
8453,tries to,59,,,
8454,trio of,9,,,
8455,trip to,25,,,
8456,tropes in,10,,,
8457,troubled past,10,,,
8458,truck truck,6,,,
8459,true and,10,,,
8460,truly is,15,,,
8461,truly satisfying,8,positive,,
8462,trust the,10,,,
8463,try and,45,,,
8464,try but,10,,,
8465,try to,34,,,
8466,trying to,210,,,
8467,turn delivers,7,,,
8468,turn of,14,,,
8469,turns it,15,,,
8470,turns out,25,,,
8471,turns the,15,,,
8472,tussen will,10,,,
8473,tv series,10,,,
8474,tv show,29,,,
8475,tv shows,15,,,
8476,twin i,10,,,
