,bad_trigram,V2,,sentiment,genre,actors
2988,to impress his,8,,,,
2989,now i can,8,,,,
2990,haden church and,8,,,,
2991,it and so,8,,,,
2992,theatre was laughing,8,,,,
2993,home is just,8,,,,
2994,or a doll,8,,,,
2995,some funny scenes,8,valid,between,,
2996,the exact same,8,,,,
2997,hour of the,8,,,,
2998,the first week,8,,,,
2999,movie for the,8,,,,
3000,the film we,8,,,,
3001,really enjoyed watching,8,valid,positive,,
3002,didnt make sense,8,valid,negative,,
3003,movie as the,8,,,,
3004,like the plague,8,,,,
3005,this is an,8,,,,
3006,that jones is,8,,,,
3007,it is certainly,8,,,,
3008,in a kitchen,8,,,,
3009,in it and,8,,,,
3010,on film review,8,,,,
3011,in a story,8,,,,
3012,price of a,8,,,,
3013,lives in the,8,,,,
3014,the wealthy mr,8,,,,
3015,away from a,8,,,,
3016,movie to make,8,,,,
3017,movie was for,8,,,,
3018,you have kids,8,,,,
3019,it it is,8,,,,
3020,horror thriller the,8,,,,
3021,with low expectations,8,valid,negative,,
3022,jump scares the,8,,,,
3023,and rupert evans,8,,,,
3024,fans of the,8,,,,
3025,how the director,8,,,,
3026,movie with not,8,,,,
3027,his kids back,8,,,,
3028,there is an,8,,,,
3029,in addition to,8,,,,
3030,well enough that,8,,,,
3031,her sister she,8,,,,
3032,mr greene ken,8,,,,
3033,the boy a,8,,,,
3034,make any sense,8,,,,
3035,hilarious i love,8,,,,
3036,out loud i,8,,,,
3037,efron has his,8,,,,
3038,detective ice cube,8,,,,
3039,like it when,8,,,,
3040,weve seen before,8,,,,
3041,predictable but the,8,valid,negative,,
3042,you just want,8,,,,
3043,but i really,8,,,,
3044,be the most,8,,,,
3045,lot better than,8,valid,between,,
3046,there are far,8,,,,
3047,daddys home would,8,,,,
3048,think it will,8,,,,
3049,whole time i,8,,,,
3050,to the cast,8,,,,
3051,theres a good,8,,,,
3052,tired jump scares,8,,,,
3053,the way to,8,,,,
3054,a jump scare,8,,,,
3055,parents and kids,8,,,,
3056,cutting room floor,8,,,,
3057,should be ashamed,8,valid,negative,,
3058,as the whole,8,,,,
3059,the characters arent,8,,,,
3060,but if your,8,,,,
3061,it has the,8,,,,
3062,and feel like,8,,,,
3063,tell you what,8,,,,
3064,kind of an,8,,,,
3065,of its setting,8,,,,
3066,none of this,8,valid,negative,,
3067,as to what,8,,,,
3068,movie and that,8,,,,
3069,violence profanity etc,8,,,,
3070,it really was,8,,,,
3071,of the moments,8,,,,
3072,enjoy this film,8,valid,positive,,
3073,a movie to,8,,,,
3074,to have it,8,,,,
3075,bradley cooper fans,8,,,,
3076,the step dad,8,,,,
3077,i really hoped,8,valid,between,,
3078,of which have,8,,,,
3079,i mean its,8,,,,
3080,other times i,8,,,,
3081,not all bad,8,valid,between,,
3082,go with the,8,,,,
3083,in the background,8,,,,
3084,is so predictable,8,valid,negative,,
3085,in january so,8,,,,
3086,me of my,8,,,,
3087,wish i could,8,valid,negative,,
3088,care for an,8,,,,
3089,is no reason,8,,,,
3090,for a little,8,,,,
3091,that they are,8,,,,
3092,is when the,8,,,,
3093,very much in,8,,,,
3094,funny in the,8,,,,
3095,greta evans lauren,8,,,,
3096,if you go,8,,,,
3097,and delivers a,8,,,,
3098,lot of horror,8,,,,
3099,was supposed to,8,valid,negative,,
3100,the theater  ,8,,,,
3101,coopers character is,8,,,,
3102,a scene where,8,,,,
3103,the film doesnt,8,valid,between,,
3104,when she gets,8,,,,
3105,is still an,8,,,,
3106,look forward to,8,,,,
3107,chemistry between the,8,valid,between,,
3108,feel good movie,8,valid,positive,,
3109,this film the,8,,,,
3110,it doesnt at,8,,,,
3111,with no real,8,,,,
3112,major car chase,8,,,,
3113,is an incredibly,8,valid,positive,,
3114,revolves around the,8,,,,
3115,to open up,8,,,,
3116,about it a,8,,,,
3117,characters and a,8,,,,
3118,the forest in,8,,,,
3119,for this  ,8,,,,
3120,and daddys home,8,,,,
3121,going to waste,8,,,,
3122,of a sudden,8,,,,
3123,so much it,8,,,,
3124,its not terrible,8,valid,between,,
3125,if your into,8,,,,
3126,on the forest,8,,,,
3127,so this movie,8,,,,
3128,cooking up a,8,,,,
3129,is not all,8,,,,
3130,we get to,8,,,,
3131,named mr greene,8,,,,
3132,jokes are a,8,,,,
3133,each other for,8,,,,
3134,a troubled past,8,,,,
3135,see this for,8,,,,
3136,scares into the,8,,,,
3137,of people who,8,,,,
3138,as was the,8,,,,
3139,wedding to angela,8,,,,
3140,moments that made,8,,,,
3141,of the real,8,,,,
3142,creeped out by,8,valid,negative,,
3143,a twin i,8,,,,
3144,hes a bit,8,,,,
3145,the other hand,8,,,,
3146,i wouldnt have,8,,,,
3147,for the middle,8,,,,
3148,want to know,8,,,,
3149,the arctic he,8,,,,
3150,do this movie,8,,,,
3151,but i liked,8,,,,
3152,in all burnt,8,,,,
3153,end was so,8,,,,
3154,close to being,8,,,,
3155,and i mean,8,,,,
3156,for a pay,8,,,,
3157,not very much,8,,,,
3158,with the exception,8,,,,
3159,of his step,8,,,,
3160,other guys so,8,,,,
3161,it and was,8,,,,
3162,film in general,8,valid,between,,
3163,of film so,8,,,,
3164,the house the,8,,,,
3165,the screen like,8,,,,
3166,he does put,8,,,,
3167,more on the,8,,,,
3168,is probably better,8,valid,between,,
3169,are left wondering,8,valid,negative,,
3170,doesnt have a,8,valid,negative,,
3171,comes up with,8,,,,
3172,this for a,8,,,,
3173,horror movie for,8,,,,
3174,this one was,8,,,,
3175,horror movies you,8,,,,
3176,relies on a,8,,,,
3177,the end that,8,,,,
3178,in some parts,8,,,,
3179,i absolutely love,8,,,,
3180,for the affections,8,,,,
3181,saving grace of,8,,,,
3182,however there are,8,,,,
3183,was funny but,8,,,,
3184,doesnt at all,8,,,,
3185,some funny moments,8,,,,
3186,fact that this,8,,,,
3187,history of suicide,8,,,,
3188,break from the,8,,,,
3189,i wouldnt pay,8,valid,negative,,
3190,they will be,8,,,,
3191,that i havent,8,,,,
3192,off the path,8,,,,
3193,not have a,8,,,,
3194,taylor kinney a,8,,,,
3195,boring movie at,8,,,,
3196,he is the,8,,,,
3197,its like a,8,,,,
3198,as the suicide,8,,,,
3199,if you can,8,,,,
3200,you are left,8,,,,
3201,daddys home fortunately,8,,,,
3202,do much to,8,,,,
3203,be around so,8,,,,
3204,the rest was,8,,,,
3205,the potential of,8,,,,
3206,first horror movie,8,,,,
3207,act of the,8,,,,
3208,out of their,8,,,,
3209,to entertain the,8,,,,
3210,not too much,8,,,,
3211,i had expected,8,valid,negative,,
3212,film with the,8,,,,
3213,the best part,8,valid,between,,
3214,bad that it,8,valid,negative,,
3215,de niro to,8,,,,
3216,they should have,8,valid,between,,
3217,with tons of,8,,,,
3218,of course i,8,,,,
3219,it i think,8,,,,
3220,it is the,8,,,,
3221,and get a,8,,,,
3222,movie for me,8,,,,
3223,as i had,8,,,,
3224,it just wasnt,8,valid,negative,,
3225,could get a,8,,,,
3226,had a lot,8,,,,
3227,couldnt seem to,8,valid,negative,,
3228,in norm of,8,,,,
3229,a while  ,8,,,,
3230,watched the movie,8,,,,
3231,and that the,8,,,,
3232,work well together,8,valid,positive,,
3233,about him and,8,,,,
3234,of a chef,8,,,,
3235,but the script,8,valid,between,,
3236,at times the,8,valid,between,,
3237,that is even,8,,,,
3238,was bored out,8,valid,negative,,
3239,are stupid and,8,valid,negative,,
3240,will farrell is,8,,,,
3241,but some of,8,,,,
3242,night in the,8,,,,
3243,also pretty good,8,valid,positive,,
3244,or two and,8,,,,
3245,to make up,8,,,,
3246,the door   ,8,,,,
3247,i will not,8,,,,
3248,path and know,8,,,,
3249,sure the film,8,,,,
3250,a metaphor for,8,,,,
3251,movie i believe,8,valid,positive,,
3252,the movie quickly,8,,,,
3253,to come out,8,,,,
3254,and director tim,8,,,,
3255,all its emphasis,8,,,,
3256,also the end,8,,,,
3257,funny but not,8,valid,between,,
3258,time in the,8,,,,
3259,are spot on,8,,,,
3260,more interesting than,8,valid,between,,
3261,role in the,8,,,,
3262,the logistics of,8,,,,
3263,with a lot,8,,,,
3264,but i would,8,,,,
3265,as if hes,8,,,,
3266,lets talk about,8,,,,
3267,the cast was,8,,,,
3268,movie from beginning,8,,,,
3269,to tell you,8,,,,
3270,kind of flat,8,,,,
3271,exactly what it,8,,,,
3272,if they only,8,,,,
3273,have a bit,8,,,,
3274,to boca raton,8,,,,
3275,story of the,8,,,,
3276,and becomes a,8,,,,
3277,at the theater,8,,,,
3278,most of us,8,,,,
3279,felt out of,8,,,,
3280,daddys home and,8,,,,
3281,got it wrong,8,valid,negative,,
3282,no need to,8,,,,
3283,im a fan,8,,,,
3284,all that scary,8,,,,
3285,the whole cast,8,,,,
3286,over  years ag,8,,,,
3287,with a solid,8,valid,positive,,
3288,very much a,8,,,,
3289,supposed to do,8,valid,negative,,
3290,but many of,8,,,,
3291,it was over,8,,,,
3292,but as i,8,,,,
3293,not in the,8,,,,
3294,the script for,8,,,,
3295,other guys both,8,,,,
3296,to see daddys,8,,,,
3297,de niro who,8,,,,
3298,be at times,8,,,,
3299,to the kitchen,8,,,,
3300,the audience laughed,8,valid,positive,,
3301,up being a,8,,,,
3302,daddys home ferrell,8,,,,
3303,and if not,8,,,,
3304,find out that,8,,,,
3305,get a laugh,8,,,,
3306,movie i would,8,,,,
3307,high end restaurant,8,,,,
3308,a spooky atmosphere,8,valid,negative,,
3309,the characters that,8,,,,
3310,its special location,8,,,,
3311,in comparison to,8,,,,
3312,had some fun,8,valid,between,,
3313,which was a,8,,,,
3314,quest to find,8,,,,
3315,to be put,8,,,,
3316,this film could,8,,,,
3317,all flat and,8,,,,
3318,fact that she,8,,,,
3319,of daddys home,8,,,,
3320,go into these,8,,,,
3321,to watch especially,8,,,,
3322,the characters and,8,,,,
3323,is just an,8,,,,
3324,not really that,8,valid,negative,,
3325,will ferrell was,8,,,,
3326,a  michelin sta,8,,,,
3327,to report that,8,,,,
3328,it was trying,8,,,,
3329,it might have,8,,,,
3330,which is probably,8,,,,
3331,a few scenes,8,,,,
3332,the trailers and,8,,,,
3333,a movie where,8,,,,
3334,a chef who,8,,,,
3335,be in it,8,,,,
3336,he does it,8,,,,
3337,the way he,8,,,,
3338,not a bad,8,,,,
3339,laugh in this,8,,,,
3340,but daddys home,8,,,,
3341,in fact i,8,,,,
3342,for an hour,8,,,,
3343,really get to,8,,,,
3344,part in the,8,,,,
3345,the spirits of,8,,,,
3346,bradley coopers new,8,,,,
3347,enough to be,8,,,,
3348,most of my,8,,,,
3349,the maitre d,8,,,,
3350,because there are,8,,,,
3351,all burnt is,8,,,,
3352,youre a fan,8,,,,
3353,the script to,8,,,,
3354,boring and predictable,8,valid,negative,,
3355,in a film,8,,,,
3356,tends to be,8,,,,
3357,with the other,8,,,,
3358,be it was,8,,,,
3359,into the life,8,,,,
3360,in movies the,8,,,,
3361,pretty much the,8,,,,
3362,the script the,8,,,,
3363,miller and bradley,8,,,,
3364,two of the,8,,,,
3365,as if it,8,,,,
3366,great deal of,8,,,,
3367,atmosphere of the,8,,,,
3368,sienna miller who,8,,,,
3369,went in expect,8,,,,
3370,you will enjoy,8,valid,positive,,
3371,can say the,8,,,,
3372,bored out of,8,,,,
3373,the movie want,8,,,,
3374,reality it was,8,,,,
3375,and many of,8,,,,
3376,the forest itself,8,,,,
3377,after giving greta,8,,,,
3378,chef with a,8,,,,
3379,of his talent,8,,,,
3380,van  gebaseerd o,8,,,,
3381,saw it but,8,,,,
3382,horror film it,8,,,,
3383,in with the,8,,,,
3384,or with the,8,,,,
3385,might as well,8,,,,
3386,were some funny,8,,,,
3387,is as follows,8,,,,
3388,that it would,8,,,,
3389,few laughs it,8,,,,
3390,or he has,8,,,,
3391,and wahlberg to,8,,,,
3392,was a little,8,valid,between,,
3393,stood out i,8,valid,between,,
3394,the movie with,8,,,,
3395,why they would,8,,,,
3396,makes him a,8,,,,
3397,the script had,8,,,,
3398,this film now,8,,,,
3399,flaws in the,8,valid,negative,,
3400,ferrells character is,8,,,,
3401,too much on,8,,,,
3402,her in the,8,,,,
3403,the film did,8,,,,
3404,a chance i,8,,,,
3405,more than they,8,,,,
3406,main character and,8,,,,
3407,to japan to,8,,,,
3408,that i truly,8,,,,
3409,not trying to,8,,,,
3410,destined to be,8,,,,
3411,journey with a,8,,,,
3412,you could get,8,,,,
3413,the food is,8,,,,
3414,funniest movie i,8,valid,positive,,
3415,is exactly the,8,,,,
3416,us to be,8,,,,
3417,is fine i,8,,,,
3418,go watch the,8,valid,between,,
3419,is this years,8,,,,
3420,the doll the,8,,,,
3421,all of us,8,,,,
3422,based on the,8,,,,
3423,story the whole,8,,,,
3424,maya cruz olivia,8,,,,
3425,her for a,8,,,,
3426,time to time,8,,,,
3427,movie is on,8,,,,
3428,documentaries and videos,8,,,,
3429,is doing the,8,,,,
3430,this movie for,8,,,,
3431,is over the,8,,,,
3432,on the cutting,8,,,,
3433,antonio pope benjamin,8,,,,
3434,that much raunchy,8,,,,
3435,pg rating the,8,,,,
3436,trying to impress,8,valid,between,,
3437,to agree with,8,,,,
3438,also makes him,8,,,,
3439,die in the,8,,,,
3440,i just saw,8,,,,
3441,in the sequel,8,,,,
3442,are on the,8,,,,
3443,in their roles,8,,,,
3444,who ends up,8,,,,
3445,works because of,8,valid,between,,
3446,however this is,8,,,,
3447,what was considered,8,,,,
3448,if only to,8,,,,
3449,long time i,8,,,,
3450,is that there,8,,,,
3451,to the movies,8,,,,
3452,much like the,8,,,,
3453,when the redemption,8,,,,
3454,compared to other,8,,,,
3455,able to get,8,,,,
3456,to build up,8,,,,
3457,the biggest problem,8,valid,negative,,
3458,him to a,8,,,,
3459,setting is a,8,,,,
3460,of its special,8,,,,
3461,other guys was,8,,,,
3462,is presented as,8,,,,
3463,agree with me,8,,,,
3464,affection of his,8,,,,
3465,star chef who,8,,,,
3466,angela tika sumpter,8,,,,
3467,very few laughs,8,valid,negative,,
3468,de niro has,8,,,,
3469,in the states,8,,,,
3470,not funny its,8,valid,negative,,
3471,you want a,8,,,,
3472,your kids to,8,,,,
3473,really bought into,8,,,,
3474,i also did,8,,,,
3475,to be and,8,,,,
3476,to leave the,8,,,,
3477,me laugh out,8,valid,between,,
3478,with benjamin bratt,8,,,,
3479,with cliches and,8,valid,negative,,
3480,a horror fan,8,,,,
3481,see her in,8,,,,
3482,a bad guy,8,,,,
3483,twist that few,8,valid,between,,
3484,did their part,8,,,,
3485,about the characters,8,,,,
3486,action sequences and,8,,,,
3487,king lear  i,8,,,,
3488,not seen this,8,,,,
3489,could be a,8,,,,
3490,the first two,8,,,,
3491,since this is,8,,,,
3492,the trailer  w,8,,,,
3493,plot is a,8,,,,
3494,in reality it,8,,,,
3495,a little while,8,,,,
3496,worth a look,8,valid,between,,
3497,and is a,8,,,,
3498,the negative reviews,8,,,,
3499,from time to,8,,,,
3500,doesnt do a,8,,,,
3501,and the adult,8,,,,
3502,film has a,8,,,,
3503,you have to,8,,,,
3504,a better way,8,,,,
3505,it does have,8,,,,
3506,will ferrell as,8,,,,
3507,coming to the,8,,,,
3508,me to see,8,,,,
3509,to do some,8,,,,
3510,minute or two,8,,,,
3511,me why the,8,,,,
3512,to death and,8,,,,
3513,quickly devolves into,8,,,,
3514,in the audience,8,,,,
3515,a good meal,8,,,,
3516,playing tricks on,8,,,,
3517,made a career,8,,,,
3518,understand all the,8,,,,
3519,one seems to,8,,,,
3520,but you cant,8,,,,
3521,of us who,8,,,,
3522,aside from all,8,,,,
3523,for that i,8,,,,
3524,a third michelin,8,,,,
3525,order to do,8,,,,
3526,than its predecessor,8,,,,
3527,movie that has,8,,,,
3528,first five minutes,8,,,,
3529,of dirty grandpa,8,,,,
3530,find her sister,8,,,,
3531,as a cop,8,,,,
3532,all the boy,8,,,,
3533,a hit and,8,,,,
3534,her some of,8,,,,
3535,piece of shit,8,valid,negative,,
3536,the cinematography is,8,,,,
3537,performance in a,8,,,,
3538,second helping of,8,,,,
3539,rated r  ,8,,,,
3540,make you laugh,8,,,,
3541,to do with,8,,,,
3542,tension and mystery,8,,,,
3543,suffers from a,8,valid,negative,,
3544,those who want,8,,,,
3545,movie it was,8,,,,
3546,search for her,8,,,,
3547,my opinion it,8,,,,
3548,this time it,8,,,,
3549,on the edge,8,,,,
3550,have so much,8,,,,
3551,be funny the,8,,,,
3552,in love with,8,valid,positive,,
3553,and thomas haden,8,,,,
3554,to get a,8,,,,
3555,the humor is,8,,,,
3556,movie has so,8,,,,
3557,a fun throwback,8,,,,
3558,not at all,8,,,,
3559,and wanted to,8,,,,
3560,one point in,8,,,,
3561,spot in the,8,,,,
3562,of  and ,8,,,,
3563,the second half,8,,,,
3564,few belly laughs,8,,,,
3565,the atmosphere of,8,,,,
3566,a good amount,8,,,,
3567,worst horror film,8,valid,negative,,
3568,enough for me,8,valid,negative,,
3569,as a dirty,8,,,,
3570,feel like i,8,valid,between,,
3571,the police academy,8,,,,
3572,and it ends,8,,,,
3573,him in the,8,,,,
3574,to the kids,8,,,,
3575,most definitely not,8,valid,between,,
3576,friend and i,8,,,,
3577,it is if,8,,,,
3578,a neat twist,8,valid,positive,,
3579,ghost storytype potential,8,,,,
3580,to believe that,8,,,,
3581,the disappearance of,8,,,,
3582,was a decent,8,valid,between,,
3583,off at this,8,,,,
3584,was terrible it,8,valid,negative,,
3585,they took a,8,,,,
3586,while it is,8,,,,
3587,feel like the,8,,,,
3588,when the biological,8,,,,
3589,and some of,8,,,,
3590,supporting cast the,8,,,,
3591,a ton of,8,,,,
3592,a plot that,8,,,,
3593,the movie only,8,,,,
3594,with the rest,8,,,,
3595,that this film,8,,,,
3596,and he does,8,,,,
3597,of a couple,8,,,,
3598,malcolm rupert evans,8,,,,
3599,bradley cooper did,8,,,,
3600,that it just,8,,,,
3601,movie and we,8,,,,
3602,not worth your,8,valid,negative,,
3603,of my time,8,,,,
3604,setup for a,8,,,,
3605,this was done,8,,,,
3606,would have made,8,,,,
3607,the action is,8,,,,
3608,feels like it,8,valid,between,,
3609,to the next,8,,,,
3610,adds up to,8,,,,
3611,stay on the,8,,,,
3612,my phone a,8,,,,
3613,times but the,8,,,,
3614,is forced and,8,,,,
3615,much about the,8,,,,
3616,the movie some,8,,,,
3617,linda cardellini to,8,,,,
3618,into the story,8,,,,
3619,i had some,8,,,,
3620,gets old quickly,8,,,,
3621,this movie did,8,,,,
3622,to add the,8,,,,
3623,avoid like the,8,,,,
3624,directed by sean,8,,,,
3625,that would have,8,,,,
3626,he wants to,8,,,,
3627,of them were,8,,,,
3628,go on a,8,,,,
3629,do but it,8,,,,
3630,the starstudded cast,8,,,,
3631,i would say,8,,,,
3632,laugh a lot,8,,,,
3633,brad whitaker ferrell,8,,,,
3634,is a redemption,8,,,,
3635,the end with,8,,,,
3636,boy was a,8,,,,
3637,worst movie ive,8,valid,negative,,
3638,to waste in,8,,,,
3639,but ive seen,8,,,,
3640,you can pretty,8,,,,
3641,is the the,8,,,,
3642,to me and,8,,,,
3643,cast to be,8,,,,
3644,a great deal,8,,,,
3645,and the boy,8,,,,
3646,top of the,8,,,,
3647,for you to,8,,,,
3648,of the word,8,,,,
3649,probably one of,8,,,,
3650,of a life,8,,,,
3651,his wedding to,8,,,,
3652,of the show,8,,,,
3653,begin to happen,8,,,,
3654,be the same,8,,,,
3655,is good enough,8,,,,
3656,and not funny,8,valid,negative,,
3657,and i like,8,,,,
3658,best thing about,8,,,,
3659,but theres a,8,,,,
3660,this film went,8,,,,
3661,loved it it,8,,,,
3662,but i love,8,,,,
3663,is a waste,8,,,,
3664,fortunately it was,8,,,,
3665,performances by the,8,,,,
3666,the least in,8,,,,
3667,but is a,8,,,,
3668,the responsible one,8,,,,
3669,ice cube who,8,,,,
3670,ever seen and,8,,,,
3671,root for him,8,,,,
3672,to keep you,8,,,,
3673,parts were in,8,,,,
3674,it is definitely,8,,,,
3675,feel like this,8,,,,
3676,see one of,8,,,,
3677,the film stars,8,,,,
3678,if that sounds,8,,,,
3679,mr and mrs,8,,,,
3680,and not so,8,,,,
3681,both leads have,8,,,,
3682,was hoping for,8,,,,
3683,jeong who i,8,,,,
3684,the rest i,8,,,,
3685,the animation is,8,,,,
3686,is so sad,8,,,,
3687,een score van,8,,,,
3688,to like about,8,,,,
3689,a predictable story,8,valid,negative,,
3690,couple of times,8,,,,
3691,forest with the,8,,,,
3692,movie did not,8,valid,between,,
3693,when the kid,8,,,,
3694,many times but,8,,,,
3695,dormer as a,8,,,,
3696,i never saw,8,valid,between,,
3697,stays in the,8,,,,
3698,enough laughs to,8,,,,
3699,wealthy mr and,8,,,,
3700,its predecessor and,8,,,,
3701,and there  ,8,,,,
3702,a funny guy,8,,,,
3703,cant have children,8,,,,
3704,grand theft auto,8,,,,
3705,is the best,8,,,,
3706,going to see,8,,,,
3707,the films biggest,8,,,,
3708,particularly when hart,8,,,,
3709,dolls usually scare,8,,,,
3710,hes a very,8,,,,
3711,also it made,8,,,,
3712,but they are,8,,,,
3713,that is an,8,,,,
3714,a forest in,8,,,,
3715,plates of food,8,,,,
3716,franchise in that,8,,,,
3717,that will leave,8,,,,
3718,not really the,8,valid,negative,,
3719,the movie goes,8,,,,
3720,rating and some,8,,,,
3721,a few more,8,,,,
3722,enjoyed my time,8,valid,positive,,
3723,forward to this,8,,,,
3724,a year after,8,,,,
3725,for de niro,8,,,,
3726,into this one,8,,,,
3727,is as a,8,,,,
3728,it was great,8,valid,positive,,
3729,too hard to,8,,,,
3730,and they get,8,,,,
3731,make no mistake,8,,,,
3732,comes from the,8,,,,
3733,for robert de,8,,,,
3734,that when you,8,,,,
3735,is great and,8,,,,
3736,my friend and,8,,,,
3737,it turns out,8,,,,
3738,long for the,8,,,,
3739,these days is,8,,,,
3740,the funniest parts,8,,,,
3741,mark wahlberg en,8,,,,
3742,go in the,8,,,,
3743,that failed to,8,,,,
3744,film is getting,8,,,,
3745,it at that,8,,,,
3746,between ice cube,8,,,,
3747,ride along but,8,,,,
3748,is hard to,8,,,,
3749,art house film,8,,,,
3750,this movie makes,8,,,,
3751,should be rated,8,,,,
3752,the best the,8,,,,
3753,was okay to,8,,,,
3754,movie was very,8,,,,
3755,by the whole,8,,,,
3756,but it goes,8,,,,
3757,tone a few,8,,,,
3758,needs to get,8,,,,
3759,a box office,8,,,,
3760,you went in,8,,,,
3761,other and the,8,,,,
3762,type of film,8,,,,
3763,good enough to,8,valid,positive,,
3764,the time and,8,,,,
3765,and character development,8,,,,
3766,the few laughs,8,,,,
3767,so that it,8,,,,
3768,the love interest,8,,,,
3769,think ride along,8,,,,
3770,that he is,8,,,,
3771,kids in the,8,,,,
3772,you need a,8,,,,
3773,his movie burnt,8,,,,
3774,be at the,8,,,,
3775,gets lost in,8,valid,between,,
3776,its emphasis on,8,,,,
3777,dying to see,8,,,,
3778,at the very,8,,,,
3779,i am not,8,,,,
3780,and you get,8,,,,
3781,animated movie i,8,,,,
3782,a theater showing,8,,,,
3783,makes much sense,8,,,,
3784,turns it in,8,,,,
3785,it it was,8,,,,
3786,the movie has,8,,,,
3787,more of an,8,,,,
3788,from the trailer,8,,,,
3789,i am a,8,,,,
3790,to the sun,8,,,,
3791,who has gone,8,,,,
3792,and more than,8,,,,
3793,ride along  ye,8,,,,
3794,dont understand the,8,valid,negative,,
3795,dont expect anything,8,valid,negative,,
3796,of japanese people,8,,,,
3797,natalie dormer as,8,,,,
3798,i cant say,8,,,,
3799,the forest michi,8,,,,
3800,lost in the,8,,,,
3801,as long as,8,,,,
3802,this movie  bradle,8,,,,
3803,evans lauren cohan,8,,,,
3804,go see burnt,8,,,,
3805,the big reveal,8,,,,
3806,in the lead,8,,,,
3807,a dirty grandpa,8,,,,
3808,you can do,8,,,,
3809,that norm of,8,,,,
3810,checking my phone,8,,,,
3811,a pg movie,8,,,,
3812,you will probably,8,,,,
3813,film  and ,8,,,,
3814,who needs to,8,,,,
3815,up and the,8,,,,
3816,that kind of,8,,,,
3817,doesnt give you,8,valid,negative,,
3818,niro and the,8,,,,
3819,wanted to leave,8,,,,
3820,life but it,8,,,,
3821,to a higher,8,,,,
3822,and youve seen,8,,,,
3823,is what the,8,,,,
3824,like something you,8,,,,
3825,hes kind of,8,,,,
3826,are kind of,8,,,,
3827,things begin to,8,,,,
3828,the picture they,8,,,,
3829,isnt one of,8,,,,
3830,film in a,8,,,,
3831,this forest a,8,,,,
3832,i spent in,8,,,,
3833,her to her,8,,,,
3834,generic and cliched,8,valid,negative,,
3835,fact that it,8,,,,
3836,was the only,8,,,,
3837,that coopers character,8,,,,
3838,give you that,8,,,,
3839,worst of all,8,valid,negative,,
3840,see burnt youll,8,,,,
3841,disappearance of her,8,,,,
3842,time made me,8,,,,
3843,movie  bradley coope,8,,,,
3844,id recommend it,8,,,,
3845,attempt to impress,8,valid,negative,,
3846,well together and,8,,,,
3847,is a mess,8,,,,
3848,the critics d,8,,,,
3849,an actor who,8,,,,
3850,what the critics,8,,,,
3851,at spring break,8,,,,
3852,into the script,8,,,,
3853,to walk out,8,,,,
3854,has made a,8,,,,
3855,a family movie,8,,,,
3856,could be much,8,,,,
3857,a sea of,8,,,,
3858,screenplay by steven,8,,,,
3859,all the while,8,,,,
3860,as the story,8,,,,
3861,movie do not,8,valid,negative,,
3862,that said the,8,,,,
3863,on jump scares,8,,,,
3864,laugh its not,8,,,,
3865,fast and furious,8,,,,
3866,most of its,8,,,,
3867,spent in the,8,,,,
3868,seen in the,8,,,,
3869,the cast look,8,,,,
3870,to make this,8,,,,
3871,waste your money,8,valid,negative,,
3872,comedy but it,8,,,,
3873,short in the,8,,,,
3874,the audience with,8,,,,
3875,worth watching and,8,valid,between,,
3876,pope benjamin bratt,8,,,,
3877,everyone involved the,8,,,,
3878,it was going,8,,,,
3879,script is somewhat,8,valid,between,,
3880,funny this movie,8,,,,
3881,time around the,8,,,,
3882,all the critics,8,,,,
3883,of using the,8,,,,
3884,the performances of,8,,,,
3885,as a young,8,,,,
3886,of the arctic,8,,,,
3887,with potential and,8,valid,between,,
3888,it but a,8,,,,
3889,and there was,8,,,,
3890,what is happening,8,,,,
3891,her search for,8,,,,
3892,entertaining movie that,8,valid,between,,
3893,while there is,8,,,,
3894,that i never,8,,,,
3895,having sex with,8,,,,
3896,end for a,8,,,,
3897,on as to,8,,,,
3898,i never really,8,,,,
3899,that made me,8,,,,
3900,help of a,8,,,,
3901,some of its,8,,,,
3902,is close to,8,,,,
3903,walked out it,8,,,,
3904,that this was,8,,,,
3905,was a good,8,,,,
3906,and desperately unfunny,8,valid,negative,,
3907,movie that does,8,,,,
3908,to me the,8,,,,
3909,it ends up,8,valid,between,,
3910,voiced by rob,8,,,,
3911,brother and sister,8,,,,
3912,of the critics,8,,,,
3913,money back i,8,,,,
3914,characters in this,8,,,,
3915,the reviews and,8,,,,
3916,entire movie the,8,,,,
3917,dont think it,8,valid,negative,,
3918,redemption is a,8,,,,
3919,script for the,8,,,,
3920,the day after,8,,,,
3921,through the film,8,,,,
3922,better than it,8,valid,between,,
3923,antics of the,8,,,,
3924,than it is,8,,,,
3925,like this one,8,,,,
3926,for me it,8,,,,
3927,and i am,8,,,,
3928,buddy cop movie,8,,,,
3929,deals with the,8,,,,
3930,the same way,8,,,,
3931,that i wish,8,,,,
3932,on the film,8,,,,
3933,next to no,8,,,,
3934,the primary setting,8,,,,
3935,fan of kevin,8,,,,
3936,bigger part in,8,,,,
3937,less house her,8,,,,
3938,played by linda,8,,,,
3939,and kevin harts,8,,,,
3940,played by natalie,8,,,,
3941,from a good,8,,,,
3942,for the audience,8,,,,
3943,went into it,8,,,,
3944,desperate for a,8,valid,negative,,
3945,but quickly devolves,8,,,,
3946,an incredibly funny,8,valid,positive,,
3947,nothing but a,8,valid,negative,,
3948,but the star,8,,,,
3949,out of you,8,,,,
